1.24	
2.98	
1.02	
1.42	
0.73	
0.52	
0.50	
1.46	
0.10	
0.74	
0.57	
0.48	
2.21	
0.69	
1.51	
0.64	
0.84
0.22	
2.07	
1.58	
2.27	
1.81	
1.25	
3.42	
0.39	
1.03	
0.95	
0.21	
0.25	
1.30
0.09	
2.14	
1.10	
2.05	
0.01	
1.87	
0.00	
1.98	
1.17	
2.26	
1.05	
1.98	
0.44	
1.64	
0.61	
0.89	
0.25	
0.92	
1.27	
1.64	
1.98	
0.22	
2.42	
1.13	
1.46	
0.33	
0.69	
1.91	
1.75	
0.03	
1.81	
1.47	
0.41	
2.59	
1.56	
1.81	
0.74	
0.01	
1.03	
2.02	
1.50	
0.54	
1.71	
0.96	
1.75	
0.51	
0.94	
1.56	
1.39	
1.12	
1.57	
0.01	
1.85	
1.24	
0.01	
2.03	
1.53	
0.09	
1.50
2.00	
2.13	
0.82	
0.50	
2.67	
1.90	
1.86	
2.00	
0.98	
1.83	
1.21	
1.74	
1.04	
1.78	
1.11	
0.44	
0.38	
1.60	
1.97	
0.31	
1.59	
1.11	
0.36	
1.73	
1.31	
1.35	
2.12	
2.33	
0.02	
2.60	
1.22
